seconds,temp_comp_c
22.160,19.344
22.180,19.453
22.200,19.344
22.220,19.344
22.240,19.344
22.260,19.453
22.280,19.453
22.300,19.344
22.320,19.453
22.338,19.344
22.359,19.453
22.379,19.453
22.401,19.453
22.419,19.453
22.440,19.344
22.460,19.453
22.481,19.344
22.501,19.453
22.511,19.344
22.532,19.344
22.552,19.344
22.572,19.453
22.593,19.563
22.613,19.563
22.634,19.453
22.655,19.344
22.675,19.453
22.696,19.453
22.719,19.453
22.737,19.453
22.762,19.344
22.777,19.453
22.798,19.453
22.818,19.453
22.840,19.453
22.862,19.124
22.880,19.453
22.901,19.453
22.922,19.453
22.942,19.453
22.962,19.453
22.973,19.453
22.993,19.453
23.013,19.563
23.034,19.453
23.054,19.563
23.074,19.453
23.094,19.453
23.115,19.453
23.136,19.453
23.156,19.453
23.176,19.453
23.197,19.453
23.217,19.453
23.241,19.453
23.258,19.453
23.278,19.453
23.299,19.453
23.322,19.453
23.343,19.453
23.360,19.453
23.380,19.453
23.400,19.673
23.421,19.563
23.443,19.563
23.462,19.783
23.483,19.453
23.502,19.453
23.523,19.453
23.544,19.563
23.554,19.453
23.574,19.453
23.594,19.453
23.615,19.563
23.636,19.453
23.656,19.344
23.677,19.563
23.697,19.453
23.718,19.563
23.738,19.563
23.758,19.453
23.779,19.563
23.799,19.344
23.820,19.453
23.840,19.453
23.863,19.563
23.883,19.453
23.902,19.893
23.923,19.453
23.944,20.665
23.964,19.563
23.984,19.563
24.004,19.563
24.024,19.563
24.045,19.453
24.065,19.453
24.081,19.563
24.100,19.563
24.123,19.563
24.136,19.453
24.157,19.563
24.177,19.563
24.205,19.124
24.218,19.563
24.245,19.563
24.264,19.563
24.283,19.453
24.300,19.563
24.320,19.563
24.340,19.563
24.365,19.563
24.381,19.563
24.404,19.563
24.425,19.563
24.445,19.563
24.466,19.563
24.485,19.563
24.506,19.563
24.525,19.563
24.546,19.563
24.566,19.563
24.587,19.563
24.603,19.563
24.621,19.563
24.642,19.563
24.663,19.563
24.683,19.563
24.704,19.563
24.726,19.563
24.744,19.563
24.765,19.563
24.786,19.563
24.806,19.563
24.826,19.563
24.847,19.563
24.867,19.563
24.880,19.563
24.898,19.563
24.925,19.563
24.945,19.563
24.963,19.563
24.980,19.673
25.003,19.563
25.020,19.563
25.041,19.563
25.061,19.563
25.081,19.563
25.102,19.673
25.122,19.563
25.143,19.563
25.163,19.563
25.183,19.563
25.203,19.563
25.224,19.563
25.244,19.563
25.265,19.563
25.285,19.563
25.305,19.563
25.326,19.563
25.346,19.563
25.367,19.563
25.387,19.563
25.408,19.563
25.428,19.563
25.448,19.673
25.466,19.563
25.486,19.563
25.504,19.563
25.524,19.673
25.545,19.563
25.566,19.563
25.586,19.563
25.606,19.563
25.626,19.563
25.647,19.563
25.667,19.234
25.687,19.563
25.708,19.563
25.729,19.563
25.739,19.453
25.760,19.563
25.780,19.563
25.801,19.563
25.822,19.563
25.842,19.563
25.862,19.673
25.883,19.563
25.903,19.453
25.924,19.563
25.944,19.563
25.965,19.563
25.985,19.563
26.006,19.563
26.026,19.563
26.047,19.673
26.067,19.563
26.087,19.563
26.108,19.563
26.128,19.563
26.148,19.563
26.169,19.563
26.189,19.563
26.210,19.563
26.230,19.563
26.250,19.563
26.260,20.444
26.281,19.563
26.302,19.563
26.322,19.563
26.343,19.563
26.371,19.563
26.383,19.563
26.404,19.563
26.424,19.563
26.450,19.563
26.471,19.563
26.488,19.563
26.506,19.563
26.527,19.563
26.547,19.563
26.571,19.893
26.589,19.453
26.609,19.673
26.629,19.563
26.649,19.563
26.671,19.673
26.690,19.563
26.711,19.563
26.731,19.563
26.752,19.563
26.771,19.563
26.791,19.563
26.812,19.563
26.830,19.563
26.852,19.563
26.872,19.563
26.892,19.563
26.910,19.563
26.932,19.563
26.950,19.563
26.971,19.563
26.992,19.453
27.012,19.563
27.029,19.563
27.045,19.893
27.072,19.563
27.084,19.124
27.104,19.563
27.125,19.563
27.146,19.563
27.172,19.563
27.186,19.563
27.212,19.563
27.227,19.563
27.247,19.563
27.272,19.563
27.288,19.893
27.309,19.563
27.329,19.453
27.352,19.124
27.373,19.563
27.393,19.563
27.411,19.563
27.432,19.563
27.452,19.563
27.473,19.563
27.493,19.783
27.514,19.563
27.524,19.563
27.544,19.563
27.573,19.563
27.585,19.563
27.606,19.563
27.626,19.453
27.647,19.563
27.673,18.686
27.688,19.563
27.714,19.563
27.729,19.453
27.749,19.453
27.773,19.563
27.790,19.563
27.810,19.563
27.831,19.563
27.851,19.234
27.874,19.783
27.892,17.813
27.912,19.563
27.933,19.673
27.953,19.673
27.974,19.563
27.995,19.563
28.015,19.453
28.035,19.563
28.045,19.563
28.074,19.563
28.087,19.563
28.106,19.563
28.127,19.563
28.153,19.783
28.174,19.453
28.188,19.563
28.208,19.563
28.229,19.453
28.249,19.453
28.274,19.453
28.290,19.563
28.310,19.563
28.335,19.563
28.351,19.563
28.376,19.453
28.393,19.563
28.412,19.563
28.432,19.563
28.453,19.563
28.474,19.563
28.494,19.563
28.516,19.563
28.535,19.453
28.556,19.563
28.574,19.453
28.594,19.453
28.613,19.453
28.628,19.563
28.648,19.453
28.676,19.453
28.691,19.453
28.716,19.563
28.736,19.563
28.752,19.453
28.774,19.453
28.792,19.453
28.816,19.453
28.832,19.453
28.853,19.453
28.874,19.453
28.895,19.453
28.916,19.453
28.935,19.563
28.955,19.453
28.976,19.453
28.997,19.015
29.017,19.563
29.037,19.453
29.057,19.453
29.077,19.453
29.097,19.453
29.118,19.453
29.138,19.453
29.158,19.453
29.178,19.453
29.196,19.453
